"LOC_ID";"QTY";"RETAIL";"COSTB";"RETAIL_AMOUNT";"COST_AMOUNT_B";"COST_AMOUNT_ALT";"COST_AMOUNT_ALT1";"GOOD_ID";"DATE_ID";"SUPPLY_NAME";"SUPPLY_DATE";"SUPPLY_QTY";"SUPCOST_AMOUNT_B";"SUPCOST_AMOUNT_ALT"
11263292;40.0;350.0;60.51;14000.0;6952.2;173.68;223.16;1677187;01.01.2013 0:00:00;"21011";23.11.2012 0:00:00;40.0;0.0;0.0
11263292;19.0;350.0;60.51;6650.0;4431.77;110.71;142.25;1677187;01.01.2013 0:00:00;"21010";23.11.2012 0:00:00;40.0;0.0;0.0
11263292;2.0;200.0;51.79;400.0;112.08;2.81;3.52;1677189;01.01.2013 0:00:00;"20012";28.08.2012 0:00:00;80.0;0.0;0.0
11263292;69.0;200.0;51.79;13800.0;3905.4;97.15;125.93;1677189;01.01.2013 0:00:00;"21066";27.11.2012 0:00:00;80.0;0.0;0.0
11263292;55.0;150.0;54.31;8250.0;3610.59;89.49;116.82;1677190;01.01.2013 0:00:00;"21158";07.12.2012 0:00:00;75.0;0.0;0.0
11263292;31.0;150.0;54.31;4650.0;1485.8;37.08;48.55;1677190;01.01.2013 0:00:00;"21260";14.12.2012 0:00:00;40.0;0.0;0.0
11263292;60.0;150.0;54.31;9000.0;3802.38;94.26;124.74;1677190;01.01.2013 0:00:00;"21470";28.12.2012 0:00:00;60.0;0.0;0.0
11263292;60.0;150.0;54.31;9000.0;2875.74;71.28;94.32;1677190;01.01.2013 0:00:00;"21470";28.12.2012 0:00:00;60.0;0.0;0.0
11263292;1.0;150.0;54.31;150.0;47.89;1.18;1.53;1677190;01.01.2013 0:00:00;"20828";03.11.2012 0:00:00;1.0;0.0;0.0
11263292;5.0;150.0;54.31;750.0;328.24;8.11;10.46;1677190;01.01.2013 0:00:00;"20828";03.11.2012 0:00:00;30.0;0.0;0.0
11263292;1.0;150.0;54.31;150.0;63.68;1.58;2.06;1677190;01.01.2013 0:00:00;"20481";07.10.2012 0:00:00;60.0;0.0;0.0
15511191;120.0;120.0;127.79;14400.0;15334.8;377.52;497.76;1677194;01.01.2013 0:00:00;"21409";25.12.2012 0:00:00;120.0;0.0;0.0
15511191;24.0;120.0;127.79;2880.0;3066.96;76.42;98.52;1677194;01.01.2013 0:00:00;"21037";24.11.2012 0:00:00;60.0;0.0;0.0
