PLU;Alco_Grp_Code;Start_Date
890441;481;1753-01-01 00:00:00
890442;481;1753-01-01 00:00:00
890455;481;1753-01-01 00:00:00
890476;481;1753-01-01 00:00:00
890477;481;1753-01-01 00:00:00
890569;481;1753-01-01 00:00:00
890571;481;1753-01-01 00:00:00
891219;481;1753-01-01 00:00:00
891220;481;1753-01-01 00:00:00
891261;280;2014-05-24 00:00:00
891385;200;2013-01-01 00:00:00
891393;280;2013-01-01 00:00:00
891626;212;2013-01-01 00:00:00
