No_;Item No_;Unit of Measure Code;Descript;Descript2;Quantity per UoM;No_ Series;Item Department Code;Item Group Code;Item Tree Group No_;Gross Sales Amount
D00001;751001;ПОРЦИЯ;SMIROFF RED;;0.05000000000000000000;DISH;99;9901;9901001;0.00000000000000000000
D00002;751002;ПОРЦИЯ;FINLANDIA;;0.05000000000000000000;DISH;99;9901;9901001;0.00000000000000000000
D00003;751003;ПОРЦИЯ;FINLANDIA CRANBERRY;;0.05000000000000000000;DISH;99;9901;9901001;0.00000000000000000000
D00004;751004;ПОРЦИЯ;ABSOLUT VODKA;;0.05000000000000000000;DISH;99;9901;9901001;0.00000000000000000000
D00005;751005;ПОРЦИЯ;VODKA"RUSSIAN STANDART";;0.05000000000000000000;DISH;99;9901;9901001;0.00000000000000000000
D00006;751006;ПОРЦИЯ;VODKA"RUSSIAN STANDART"PLATIN;;0.05000000000000000000;DISH;99;9901;9901001;0.00000000000000000000
D00007;751007;SGL;Фисташки соленые 40г;;1.00000000000000000000;DISH;99;9904;9904015;0.00000000000000000000
D00008;751008;SGL;Арахис сол. ж/б 135г;;1.00000000000000000000;DISH;99;9904;9904015;0.00000000000000000000
D00009;751009;SGL;Арахис с медом ж/б 135г;;1.00000000000000000000;DISH;99;9904;9904015;0.00000000000000000000
D00010;751011;ШТ;Кешью 100г;;1.00000000000000000000;DISH;99;9904;9904015;0.00000000000000000000
D00011;751012;ШТ;Смесь студент. 40г;;1.00000000000000000000;DISH;99;9904;9904015;0.00000000000000000000
D00012;751013;ПОРЦИЯ;BACARDI BLACK;;0.05000000000000000000;DISH;99;9901;9901002;0.00000000000000000000
D00013;751014;ПОРЦИЯ;BACARDI CARTA BLANCA;;0.05000000000000000000;DISH;99;9901;9901002;0.00000000000000000000
D00014;751015;ПОРЦИЯ;OLMECA GOLD;;0.05000000000000000000;DISH;99;9901;9901003;0.00000000000000000000
D00015;751016;ПОРЦИЯ;OLMECA SILVER;;0.05000000000000000000;DISH;99;9901;9901003;0.00000000000000000000
D00016;751017;ШТ;Смесь студент. ж/б 135г;;1.00000000000000000000;DISH;99;9904;9904015;0.00000000000000000000
D00017;751019;ПОРЦИЯ;J.WALKER RED;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00018;751020;ПОРЦИЯ;J.WALKER BLACK;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00019;751021;ПОРЦИЯ;CHIVAS REGAL 12YO;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00020;751022;ПОРЦИЯ;J.Walker BLUE;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00021;751023;ПОРЦИЯ;CHIVAS ROYAL SALUTE;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00022;751024;ПОРЦИЯ;JACK DANIELS;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00023;751025;ПОРЦИЯ;JAMESSON;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00024;751026;ПОРЦИЯ;Улет;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00025;751027;ПОРЦИЯ;TULLAMORE DEW;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00026;751029;ПОРЦИЯ;GLENFIDDICH;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00027;751030;ПОРЦИЯ;STRATHISLA;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00028;751031;ПОРЦИЯ;BOWMORE;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00029;751032;ШТ;Скелетон Йогурт пит Клубн 0,3;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00030;751033;ШТ;растишка персик 4 шт;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00031;751035;ПОРЦИЯ;DALMORE;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00032;751036;ПОРЦИЯ;MARTELL VS;;0.05000000000000000000;DISH;99;9901;9901005;0.00000000000000000000
D00033;751037;ПОРЦИЯ;REMY MARTIN VSOP;;0.05000000000000000000;DISH;99;9901;9901005;0.00000000000000000000
D00034;751038;ПОРЦИЯ;HENNESSY XO;;0.05000000000000000000;DISH;99;9901;9901005;0.00000000000000000000
D00035;751038;Л;HENNESSY XO;;1.00000000000000000000;DISH;99;9901;9901005;0.00000000000000000000
D00036;751041;ПОРЦИЯ;GORDONS;;0.05000000000000000000;DISH;99;9901;9901006;0.00000000000000000000
D00037;751042;ПОРЦИЯ;BEEFEATER;;0.05000000000000000000;DISH;99;9901;9901006;0.00000000000000000000
D00038;751044;ШТ;Скелет 2айс+1троп;;1.00000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00039;751046;ПОРЦИЯ;HOUSE RED CUVE KARSOV;;0.15000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00040;751047;ПОРЦИЯ;HOUSE WHITE CUVE KARSOV;;0.15000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00041;751051;ШТ;MOET & Chandon Brut;;0.75000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00042;751052;ШТ;DOM PERRIGNON WHITE;;0.75000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00043;751053;ПОРЦИЯ;SOVETSKOE BRUT;;0.15000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00044;751054;ПОРЦИЯ;SOVETSKOE SEMI SWEET;;0.15000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00045;751054;ШТ;SOVETSKOE SEMI SWEET;;0.75000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00046;751055;ПОРЦИЯ;SANDEMAN LBV PORT;;0.05000000000000000000;DISH;99;9901;9901007;0.00000000000000000000
D00047;751056;ПОРЦИЯ;COINTREAU;;0.05000000000000000000;DISH;99;9901;9901009;0.00000000000000000000
D00048;751057;ПОРЦИЯ;BAILEYS;;0.05000000000000000000;DISH;99;9901;9901009;0.00000000000000000000
D00049;751058;ПОРЦИЯ;MALIBU;;0.05000000000000000000;DISH;99;9901;9901009;0.00000000000000000000
D00050;751059;ПОРЦИЯ;DRAMBUIE;;0.05000000000000000000;DISH;99;9901;9901009;0.00000000000000000000
D00051;751061;ПОРЦИЯ;GALLIANO;;0.05000000000000000000;DISH;99;9901;9901009;0.00000000000000000000
D00052;751064;ПОРЦИЯ;HAVANNA CLUB;;0.05000000000000000000;DISH;99;9901;9901002;0.00000000000000000000
D00053;751065;ПОРЦИЯ;Клубнично-банановый коктейль;;1.00000000000000000000;DISH;99;9902;9902005;0.00000000000000000000
D00054;751066;ШТ;СПЕЦИАЛЬНОЕ ПРЕДЛОЖЕНИЕ;;1.00000000000000000000;DISH;99;9905;9905003;0.00000000000000000000
D00055;751067;ШТ;"Ветчина и салат" 150г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00056;751068;ШТ;"Завтрак целый день" 160г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00057;751069;ШТ;"Куриный цезарь" 135г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00058;751070;ШТ;"Супер клуб" 147г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00059;751071;ШТ;"Курица Карри" 155г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00060;751078;ШТ;UNDERBERG TIN;;1.00000000000000000000;DISH;99;9901;9901009;0.00000000000000000000
D00061;751080;ПОРЦИЯ;MARTINI BIANCO;;0.05000000000000000000;DISH;99;9901;9901011;0.00000000000000000000
D00062;751081;ПОРЦИЯ;MARTINI ROSE;;0.05000000000000000000;DISH;99;9901;9901011;0.00000000000000000000
D00063;751082;ПОРЦИЯ;MARTINI DRY;;0.05000000000000000000;DISH;99;9901;9901011;0.00000000000000000000
D00064;751083;ПОРЦИЯ;CAMPARI;;0.05000000000000000000;DISH;99;9901;9901011;0.00000000000000000000
D00065;751084;ПОРЦИЯ;MARTINI ROSSO;;0.05000000000000000000;DISH;99;9901;9901011;0.00000000000000000000
D00066;751086;ПОРЦИЯ;SANDEMAN DRY SHERRY;;0.05000000000000000000;DISH;99;9901;9901007;0.00000000000000000000
D00067;751088;ПИНТА;GUINNESS;;0.59000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00068;751088;1/2 ПИНТЫ;GUINNESS;;0.30000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00069;751088;Л;GUINNESS;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00070;751089;ПОРЦИЯ;Heineken 0,5;;0.55000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00071;751089;ПОРЦИЯ 0,3;Heineken 0,25;;0.30000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00072;751089;Л;Heineken;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00073;751090;ПОРЦИЯ;Guinness 0,5;;0.55000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00074;751090;ПОРЦИЯ 0,3;Guinness 0,3;;0.30000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00075;751090;Л;Guinness;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00076;751091;ПОРЦИЯ;Kilkenny 0,5;;0.50000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00077;751091;ПОРЦИЯ 0,3;Kilkenny 0,3;;0.30000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00078;751091;Л;Kilkenny;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00079;751092;ШТ;MILLER;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00080;751093;ШТ;REDDS;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00081;751094;ШТ;FRANZISKANER WEISE;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00082;751095;ШТ;GROLSH;;1.00000000000000000000;DISH;99;9901;9901012;0.00000000000000000000
D00083;751096;ПОРЦ 0,25;Морс клюквенный 1Л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00084;751096;ПОРЦ 0,25;Морс клюквенный 1Л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00085;751096;ПОРЦИЯ 0,3;Морс клюквенный 1Л;;0.30000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00086;751096;Л;Морс клюквенный 1Л;;1.00000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00087;751097;ПОРЦ 0,25;Морс брусничный 1Л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00088;751097;ПОРЦИЯ 0,3;Морс брусничный 1Л;;0.30000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00089;751097;Л;Морс брусничный 1Л;;1.00000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00090;751097;ПОРЦИЯ 0,2;Морс брусничный 1Л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00091;751098;ПОРЦ 0,25;Апельсиновый сок"Тропикано"1л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00092;751098;ПОРЦИЯ 0,2;Апельсиновый сок"Тропикано"1л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00093;751099;ПОРЦ 0,25;Ананасовый сок "Тропикано"1л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00094;751099;ПОРЦИЯ 0,2;Ананасовый сок "Тропикано"1л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00095;751100;ПОРЦ 0,25;Яблочный сок"Торпикано"1л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00096;751100;Л;Яблочный сок"Торпикано"1л;;1.00000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00097;751100;ПОРЦИЯ 0,2;Яблочный сок"Торпикано"1л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00098;751101;ПОРЦ 0,25;Томатный сок"Тропикано"1л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00099;751101;ПОРЦИЯ 0,2;Томатный сок"Тропикано"1л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00100;751102;ПОРЦ 0,25;Персиковый сок"Тропикано"1л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00101;751102;ПОРЦИЯ 0,2;Персиковый сок"Тропикано"1л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00102;751103;ПОРЦ 0,25;Вишневый сок"Тропикано"1л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00103;751104;ШТ;Пепси 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00104;751105;ШТ;Пепси лайт  0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00105;751106;ШТ;7up 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00106;751107;ШТ;Айрен брю  0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00107;751108;ШТ;Эвервейс тоник 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00108;751109;ШТ;Эвервейс содовая 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00109;751110;ШТ;Имбирный Эль 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00110;751111;ШТ;Аква Минирале 0,6х24 газ;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00111;751112;ШТ;Аква Минирале 0,6х24 б/г;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00112;751113;ШТ;Эвиан 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00113;751115;ШТ;Адреналин Раш 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00114;751117;ПОРЦИЯ;Дамманн "Jasmin de Chine";;0.00400000000000000000;DISH;99;9903;9903009;0.00000000000000000000
D00115;751118;ПОРЦИЯ;Дамманн "Assam GFOP";;0.00400000000000000000;DISH;99;9903;9903009;0.00000000000000000000
D00116;751121;ПОРЦИЯ;Дамманн "Earl Grey Yin zhen";;0.00400000000000000000;DISH;99;9903;9903009;0.00000000000000000000
D00117;751123;ШТ;Аква минерале с газом 0,25;;1.00000000000000000000;DISH;99;9902;9902004;0.00000000000000000000
D00118;751124;ПОРЦИЯ 0,1;Сливки 11%;;0.10000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00119;751124;ПОРЦ 0,05;Сливки 11%;;0.05000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00120;751124;ПОРЦИЯ 0,3;Сливки 11%;;0.30000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00121;751125;ПОРЦ 0,25;молоко 3,5%;;0.20000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00122;751125;ПОРЦИЯ 0,3;молоко 3,5%;;0.30000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00123;751125;ПОРЦ 0,05;молоко 3,5%;;0.05000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00124;751125;ПОРЦИЯ 0,1;молоко 3,5%;;0.10000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00125;751125;ПОРЦ 0,15;молоко 3,5%;;0.15000000000000000000;DISH;99;9904;9904012;0.00000000000000000000
D00126;751133;ШТ;MARLBORO KS FTB;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00127;751134;ШТ;MARLBORO LIGHT KS FTB;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00128;751135;ШТ;PARLIAMENT KS RCO;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00129;751136;ШТ;PARLAMENT LIGHT KS RCO;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00130;751137;ШТ;VOGUE SUPER SLIM;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00131;751138;ШТ;MARLBORO MEDIUM KS FTB;;1.00000000000000000000;DISH;99;9905;9905001;0.00000000000000000000
D00132;751143;КГ;Апельсины;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00133;751144;КГ;Лимоны;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00134;751144;ПОРЦ 0,005;Лимоны;;0.00500000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00135;751145;КГ;Яблоки зеленые;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00136;751146;КГ;Груши;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00137;751147;КГ;Виноград красный;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00138;751148;КГ;Ананасы;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00139;751149;КГ;Грейпфрут;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00140;751150;КГ;Гранат;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00141;751151;КГ;Манго;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00142;751152;КГ;Банан;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00143;751153;ШТ;фруктовый коктейль127гр;;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00144;751158;ШТ;Фисташки "Золотой сад";;1.00000000000000000000;DISH;99;9904;9904010;0.00000000000000000000
D00145;751159;ШТ;Чипсы Лэйс золотистый нат. 28г;;1.00000000000000000000;DISH;99;9904;9904010;0.00000000000000000000
D00146;751160;ШТ;хлеб;;1.00000000000000000000;DISH;99;9904;9904011;0.00000000000000000000
D00147;751161;ПОРЦ 0,03;мед;;0.03000000000000000000;DISH;99;9903;9903005;0.00000000000000000000
D00148;751161;ПОРЦ 0,05;мед;;0.05000000000000000000;DISH;99;9903;9903005;0.00000000000000000000
D00149;751162;ПОРЦИЯ;Мороженое ванильное;;0.06000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00150;751163;ПОРЦИЯ;Мороженое клубничное;;0.06000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00151;751164;ПОРЦИЯ;Мороженое шоколадное;;0.06000000000000000000;DISH;99;9904;9904013;0.00000000000000000000
D00152;751165;ПОРЦИЯ;КОФЕ BLUE MOUNTAIN;;0.00800000000000000000;DISH;99;9903;9903010;0.00000000000000000000
D00153;751166;ПОРЦ 0,02;Гренадин сироп 1л;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00154;751169;ПОРЦ 0,02;Клубничный сироп;;0.02000000000000000000;DISH;99;9903;9903007;0.00000000000000000000
D00155;751186;ПОРЦИЯ 44Г;Печенье Орео;;0.04400000000000000000;DISH;99;9903;9903005;0.00000000000000000000
D00156;751187;ПОРЦИЯ;Чиз кейк торт 1200г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00157;751188;ПОРЦИЯ;Карамельный торт1000г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00158;751189;ПОРЦИЯ;Черный лес торт 1200г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00159;751190;ПОРЦИЯ;Два шоколада торт 1300г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00160;751191;ПОРЦИЯ;Манго торт 1300г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00161;751192;ПОРЦИЯ;Маковый торт 1320г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00162;751194;ПОРЦИЯ;Яблочный торт 1400г;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00163;751196;ШТ;Маффин 70гр;;1.00000000000000000000;DISH;99;9904;9904008;0.00000000000000000000
D00164;751197;ПОРЦИЯ;эспрессо;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00165;751198;ПОРЦИЯ;двойной эспрессо;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00166;751199;ПОРЦИЯ;ристретто;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00167;751200;ПОРЦИЯ;Латте;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00168;751201;ПОРЦИЯ;Капуччино;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00169;751202;ПОРЦИЯ;Американо;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00170;751203;ПОРЦИЯ;Латте с сиропом ваниль;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00171;751205;ПОРЦИЯ;Латте с сиропом кокос;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00172;751207;ПОРЦИЯ;Латте с сиропом шоколад;;1.00000000000000000000;DISH;99;9903;9903002;0.00000000000000000000
D00173;751209;ПОРЦИЯ;Ирландский кофе;;1.00000000000000000000;DISH;99;9903;9903004;0.00000000000000000000
D00174;751210;ПОРЦИЯ;Французский кофе;;1.00000000000000000000;DISH;99;9903;9903004;0.00000000000000000000
D00175;751211;ПОРЦИЯ;Итальянский кофе;;1.00000000000000000000;DISH;99;9903;9903004;0.00000000000000000000
D00176;751213;ПОРЦИЯ;Бэйлиз кофе;;1.00000000000000000000;DISH;99;9903;9903004;0.00000000000000000000
D00177;751214;ПОРЦИЯ;Глинтвейн;;1.00000000000000000000;DISH;99;9903;9903004;0.00000000000000000000
D00178;751215;КГ;Лайм;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00179;751216;ПОРЦИЯ;Мохито;;1.00000000000000000000;DISH;99;9901;9901010;0.00000000000000000000
D00180;751227;ШТ;Sandwich Rostbeef 177г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00181;751228;ШТ;Sandwich Salmon 168г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00182;751229;ШТ;Sandwich Tuna 227г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00183;751232;ШТ;Sandwich ham & cheese227г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00184;751233;ШТ;Sandwich chicken 227г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00185;751234;ШТ;Sandwich turkey 227г;;1.00000000000000000000;DISH;99;9904;9904007;0.00000000000000000000
D00186;751237;ШТ;Kishloren ham 400гр;;1.00000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00187;751237;ПОРЦ 0,25;Kishloren ham 400гр;;0.25000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00188;751238;ШТ;Kishloren vegetable 400гр;;1.00000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00189;751238;ПОРЦ 0,25;Kishloren vegetable 400гр;;0.25000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00190;751240;ШТ;Kishloren Spinach 400гр;;1.00000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00191;751240;ПОРЦ 0,25;Kishloren Spinach 400гр;;0.25000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00192;751241;ШТ;House pie with bacon & onion;;1.00000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00193;751242;ШТ;salad Slavianskiy (177гр);;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00194;751244;ШТ;Profiteroli with chicken&ham;;1.00000000000000000000;DISH;99;9904;9904006;0.00000000000000000000
D00195;751254;ШТ;Vegetable salad (111гр);;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00196;751256;ШТ;Green salad Provans stile127гр;;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00197;751258;ШТ;Greek salad with Feta cheesе;;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00198;751259;ШТ;Cheese salad(127гр);;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00199;751263;ПОРЦИЯ;Milk cocktail Vanilla;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00200;751264;ПОРЦИЯ;Milk cocktail Strawberry;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00201;751265;ШТ;IRISH STEW (250гр);;1.00000000000000000000;DISH;99;9904;9904001;0.00000000000000000000
D00202;751266;КГ;Strawberry;;1.00000000000000000000;DISH;99;9904;9904009;0.00000000000000000000
D00203;751267;ШТ;Lamb with almond;;1.00000000000000000000;DISH;99;9904;9904001;0.00000000000000000000
D00204;751268;ШТ;Beef-steak (100гр);;1.00000000000000000000;DISH;99;9904;9904001;0.00000000000000000000
D00205;751269;ПОРЦИЯ;Milk cocktail Chocolate;;1.00000000000000000000;DISH;99;9902;9902001;0.00000000000000000000
D00206;751270;ШТ;Irish braised beef250гр;;1.00000000000000000000;DISH;99;9904;9904001;0.00000000000000000000
D00207;751272;ШТ;Irish filet halibut (150гр);;1.00000000000000000000;DISH;99;9904;9904001;0.00000000000000000000
D00208;751274;ШТ;Sturgeon with mushrooms;;1.00000000000000000000;DISH;99;9904;9904001;0.00000000000000000000
D00209;751275;ШТ;Filet chicken with mushroom;;1.00000000000000000000;DISH;99;9904;9904001;0.00000000000000000000
D00210;751276;ШТ;Country stile vegetables150гр;;1.00000000000000000000;DISH;99;9904;9904002;0.00000000000000000000
D00211;751277;ШТ;Fry mushrooms 120гр;;1.00000000000000000000;DISH;99;9904;9904002;0.00000000000000000000
D00212;751278;ШТ;Broccoli 150гр;;1.00000000000000000000;DISH;99;9904;9904002;0.00000000000000000000
D00213;751282;ШТ;Wild rice (100гр);;1.00000000000000000000;DISH;99;9904;9904002;0.00000000000000000000
D00214;751284;ШТ;Cole slaw salad (127гр);;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00215;751285;ШТ;Sause Holland 50гр;;1.00000000000000000000;DISH;99;9904;9904003;0.00000000000000000000
D00216;751286;ШТ;Sause mustard 50гр;;1.00000000000000000000;DISH;99;9904;9904003;0.00000000000000000000
D00217;751288;ШТ;Pancake with Apple(3х90);;1.00000000000000000000;DISH;99;9904;9904004;0.00000000000000000000
D00218;751289;ШТ;Pancake with Salmon (3х90);;1.00000000000000000000;DISH;99;9904;9904004;0.00000000000000000000
D00219;751301;ПОРЦИЯ 0,2;Грейпфрутовый сок"Тропикано"1л;;0.20000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00220;751301;ПОРЦ 0,25;Грейпфрутовый сок"Тропикано"1л;;0.25000000000000000000;DISH;99;9902;9902002;0.00000000000000000000
D00221;751303;ПОРЦ 0,05;Bushmill's;;0.05000000000000000000;DISH;99;9901;9901004;0.00000000000000000000
D00222;751304;ШТ;SHRIMP COCKTAIL(127гр);;1.00000000000000000000;DISH;99;9904;9904005;0.00000000000000000000
D00223;751305;ШТ;Meursault blanc;;0.75000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00224;751306;ШТ;Vina Valoria Reserve Rioja;;0.75000000000000000000;DISH;99;9901;9901008;0.00000000000000000000
D00225;751311;ПОРЦ 0,06;HOT CHOCOLATE;;0.06000000000000000000;DISH;99;9903;9903003;0.00000000000000000000
D00226;751311;ПОРЦИЯ 0,1;HOT CHOCOLATE;;0.10000000000000000000;DISH;99;9903;9903003;0.00000000000000000000
D00227;751311;ПОРЦ 0,15;HOT CHOCOLATE;;0.15000000000000000000;DISH;99;9903;9903003;0.00000000000000000000
