Code	NAME	match	measure value	GLOSSARY_ID_DF	SWS_DF
B00969            	EASTPAK                  	EASTPAK	1	45122849	EASTPAK                  
ECHO              	Echo                     	ECHO	1	45124237	ECHO                     
B00970            	ECTACO                   	ECTACO	1	45122602	ECTACO                   
ED HARDY          	ED Hardy                 	HARDY	0,9	45125162	HARDY                    
B00971            	EDOX                     	EDOX	1	45122836	EDOX                     
B00972            	EFFECT                   	ECTACO	0,4	45122602	ECTACO                   
B00973            	EGERMAISTER              	JAGERMEISTER	0,7	45122550	JAGERMEISTER             
EGGS              	Eggs                     	EGGS	1	45123190	EGGS                     
B01484            	EIGHT  BOB               	EIGHT BOB	1	45125192	EIGHT BOB                
ELARI             	ELARI                    	ELARI	1	45122482	ELARI                    
ELIE SAAB         	Elie Saab                	ELIE SAAB	1	45122567	ELIE SAAB                
E.ARDEN           	Elizabeth Arden          	ARDBEG	0,4	45122374	ARDBEG                   
B00975            	EMILIO PUCCI             	PUCCI	0,6	45122397	PUCCI                    
B00976            	EMPORIO ARMANI           	EMPORIO ARMANI	1	45122430	EMPORIO ARMANI           
B00977            	EMTEC                    	EMTEC	1	45122419	EMTEC                    
B00978            	ENERGIZER                	ENERGIZER	1	45122681	ENERGIZER                
B00980            	ERMENEGILDO ZEGNA        	ERMENEGILDO ZEGNA	1	45122562	ERMENEGILDO ZEGNA        
B00981            	ERRE                     	GF FERRE	0,8	45122501	GF FERRE                 
ESCADA            	Escada                   	ESCADA	1	45122427	ESCADA                   
ESCENTRIC MOLECULE	Escentric Molecules      	ESCENTRIC MOLECULES	1	45122662	ESCENTRIC MOLECULES      
E_LAUDER          	Estee Lauder             	ESTEE LAUDER	1	45126373	ESTEE LAUDER             
ESTER BIJOUX      	Ester Bijoux             	ESTER BIJOUX	1	45124858	ESTER BIJOUX             
ETRO              	ETRO                     	LIFETRONS	0,5	45123557	LIFETRONS                
EUGANEAN HILLS/PAD	EUGANEAN HILLS/PADUA     	DUNHILL	0,3	45122201	DUNHILL                  
EURO MAP          	Euro Map                 	APEROL	0,4	45123170	APEROL                   
EVE               	Eve                      	REVELL	0,6	45122903	REVELL                   
EVERVESS          	EVERVESS                 	EVERVESS	1	45123509	EVERVESS                 
EVIAN             	Evian                    	MEVIUS	0,4	45122519	MEVIUS                   
B01490            	EXCELLANCE MOSCOW        	EXCELLANCE MOSCOW	1		EXCELLANCE MOSCOW        
EXPRESSION        	Expression               	MEDIA PRESS	0,5	45124026	MEDIA PRESS              
F.A.GIOELLI       	F.A.Gioelli              	COEUR DE LION	0,3	45122642	COEUR DE LION            
B00983            	FABER CASTELL            	FABER CASTELL	1		FABER CASTELL            
FAIRYTALE FOREST  	Fairytale Forest         	FLYING FAIRY	0,4	45123663	FLYING FAIRY             
FALCA             	Falca                    	CALVET	0,4	45122776	CALVET                   
FAMILY            	Family Heritage          	MAGERIT	0,6	45122394	MAGERIT                  
FAMOSA            	Famosa                   	FAMOSA	1	45122471	FAMOSA                   
F_GROUSE          	Famous Grouse            	FAMOUS GROUSE	1	45122153	FAMOUS GROUSE            
B00984            	FANCY                    	FANCY	1	45122691	FANCY                    
FANTA             	Fanta                    	FANTA	1	45122226	FANTA                    
FARMHOUSE         	Farmhouse Biscuits       	BISQUIT	0,4	45122488	BISQUIT                  
FASHION ANGELS    	Fashion Angels           	FASHION ANGELS	1	45122505	FASHION ANGELS           
FAZER             	Fazer                    	FAZER	1	45122257	FAZER                    
FENDI             	Fendi                    	FENDI	1	45122376	FENDI                    
FERAUD            	FERAUD                   	FERAUD	1		FERAUD                   
FERRARI           	Ferrari                  	FERRARI	1	45126057	FERRARI                  
B01513            	Ferrari                  	FERRARI	1	45126057	FERRARI                  
FERRE             	FERRE                    	GF FERRE	0,9	45122501	GF FERRE                 
B00985            	FERRE MILANO             	FERRE MILANO	1	45122692	FERRE MILANO             
F_ROCHER          	Ferrero Rocher           	FERRERO	0,7	45122261	FERRERO                  
B00986            	FERVOR                   	FERVOR	1	45124866	FERVOR                   
FILA              	Fila                     	FILA	1	45122798	FILA                     
B01461            	Filly                    	FILLY	1	45123662	FILLY                    
B00987            	FILODORO                 	FILODORO	1	45122891	FILODORO                 
FINLANDIA         	Finlandia                	FINLANDIA	1	45122174	FINLANDIA                
FIOR LIQUOR       	Fior Liquore             	CLINIQUE	0,4	45122266	CLINIQUE                 
FLAGMAN           	Flagman                  	MACALLAN	0,5	45123875	MACALLAN                 
FLOYA             	Floya                    	1 TOY	0,3	45122145	1 TOY                    
B01462            	Flying Fairy             	FLYING FAIRY	1	45123663	FLYING FAIRY             
B00988            	FOLLI FOLLIE             	FOLLI FOLLIE	1		FOLLI FOLLIE             
B00990            	FOSSIL                   	FOSSIL	1	45122256	FOSSIL                   
FOSSIL            	Fossil                   	FOSSIL	1	45122256	FOSSIL                   
B00991            	FRANCESCO SMALTO         	MANCERA	0,5	45122831	MANCERA                  
B01429            	Francis Kurkdjian        	FRANCIS KURKDJIAN	1	45126102	FRANCIS KURKDJIAN        
FRANCK BOCLET     	FRANCK BOCLET            	FRANCK BOCLET	1	45122475	FRANCK BOCLET            
FRANGELICO        	Frangelico               	POWER RANGERS	0,4	45124309	POWER RANGERS            
B00992            	FRANSAC                  	FRANSAC	1	45122639	FRANSAC                  
FRAPIN            	Frapin                   	FRAPIN	1	45122239	FRAPIN                   
FCONSTANT         	Frederique Constant      	FREDERIQUE CONSTANT	1	45126264	FREDERIQUE CONSTANT      
B00993            	FREY WILLE               	FREY WILLE	1	45122270	FREY WILLE               
FUNRISE           	FUNRISE                  	FUNRISE	1	45123175	FUNRISE                  
FURLA             	FURLA                    	FURLA	1	45122527	FURLA                    
G_GARIOCH         	G_GARIOCH                	BVLGARI	0,4	45123317	BVLGARI                  
GALAXY            	GALAXY DEFENDER          	GALAXY	0,6	45124409	GALAXY                   
GALLERY           	Gallery                  	LUIS CABALLERO	0,5	45122653	LUIS CABALLERO           
GALLIANO          	GALLIANO                 	GALLIANO	1	45122814	GALLIANO                 
GAMUCCI           	Gamucci                  	GUCCI	0,6	45122250	GUCCI                    
B00994            	GAMZE                    	GAMZE	1	45122672	GAMZE                    
GANCIA            	GANCIA                   	GANCIA	1	45122495	GANCIA                   
GAULOISE          	Gauloise                 	GAULOISES	0,9	45122813	GAULOISES                
B00995            	GAULOISES                	GAULOISES	1	45122813	GAULOISES                
GEMTIQUE          	Gemtique                 	CLINIQUE	0,4	45122266	CLINIQUE                 
GENERAL DE JUGUETE	General De Juguetes      	DESIGUAL	0,4	45124202	DESIGUAL                 
GENTLEMEN`S TONIC 	Gentlemen`s Tonic        	CLEMENTONI	0,7	45122655	CLEMENTONI               
G_GENTA           	Gerald Genta             	XENTA	0,5	45122663	XENTA                    
B00996            	GEVREY                   	REVELL	0,4	45122903	REVELL                   
B00997            	GF FERRE                 	GF FERRE	1	45122501	GF FERRE                 
G_F_FERRE         	Gianfranco Ferre         	FERRE MILANO	0,5	45122692	FERRE MILANO             
B00998            	GILLETTE                 	GILLETTE	1	45124040	GILLETTE                 
B00999            	GIORGIO ARMANI           	GIORGIO ARMANI	1	45122179	GIORGIO ARMANI           
GIORGIO FEDON     	Giorgio Fedon            	GIORGIO FEDON	1		GIORGIO FEDON            
GIRLIE STYLE      	Girlie Style             	GIRLIE STYLE	1	45125322	GIRLIE STYLE             
MOOSE             	Girlie Style             	GIRLIE STYLE	1	45125322	GIRLIE STYLE             
